Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
27,Male,Bachelors,Software/Developer,3,80000,Australia,Australian
43,Female,PhD,Manager/Director/VP,15,150000,Australia,Asian
27,Male,Bachelors,Software/Developer,3,80000,USA,Hispanic
34,Male,PhD,Manager/Director/VP,11,170000,UK,Mixed
41,Female,Masters,Data Analyst/Scientist,13,80000,USA,White
44,Male,Masters,Software/Developer,18,152168,UK,Welsh
33,Female,Bachelors,Other,6,115000,China,Chinese
30,Male,Masters,Other,5,105000,China,Korean
33,Male,PhD,Manager/Director/VP,10,155000,Canada,White
28,Female,Masters,Manager/Director/VP,7,110000,Australia,Australian
38,Male,Masters,HR/Human Resources,8,95000,USA,White
34,Male,Bachelors,Manager/Director/VP,8,101000,China,Korean
27,Male,Bachelors,Software/Developer,2,65000,USA,White
28,Female,PhD,Manager/Director/VP,6,105000,UK,White
27,Male,Bachelors,Software/Developer,1,55000,Canada,Asian
33,Male,Masters,Data Analyst/Scientist,8,120000,USA,Hispanic
40,Female,PhD,Software/Developer,12,160000,UK,White
38,Male,Masters,Manager/Director/VP,9,95000,Australia,Australian
26,Female,Bachelors,Software/Developer,2,35000,USA,Asian
36,Female,Masters,Marketing/Social Media,8,85000,China,Korean
40,Male,Masters,Software/Developer,16,150301,Canada,Black
43,Male,PhD,Data Analyst/Scientist,16,160000,UK,Welsh
36,Male,Bachelors,Manager/Director/VP,6,75000,Australia,White
34,Male,PhD,Manager/Director/VP,11,160000,China,Chinese
24,Female,High School,Sales,0,25000,Canada,Black
34,Female,Bachelors,Manager/Director/VP,6,75000,Australia,Australian
30,Female,PhD,Data Analyst/Scientist,7,185000,USA,White
27,Male,Bachelors,Software/Developer,2,65000,China,White
34,Male,Bachelors,Manager/Director/VP,8,101000,Canada,Black
33,Female,Masters,Manager/Director/VP,9,135000,Canada,Black
25,Female,Bachelors,Data Analyst/Scientist,2,100000,UK,Welsh
28,Female,Bachelors,Software/Developer,5,160000,China,White
26,Male,Bachelors,Software/Developer,1,52000,USA,White
33,Female,Masters,Manager/Director/VP,9,130000,UK,White
46,Female,Masters,Other,13,180000,UK,Welsh
30,Male,High School,HR/Human Resources,2,33000,Australia,Australian
26,Female,Bachelors,Software/Developer,1,35000,USA,Hispanic
28,Male,Bachelors,Software/Developer,2,70000,China,White
36,Male,PhD,Data Analyst/Scientist,12,170000,China,White
28,Female,Bachelors,Software/Developer,2,36000,Australia,Asian
41,Female,PhD,Data Analyst/Scientist,16,200000,UK,White
25,Male,High School,Software/Developer,2,45000,USA,White
27,Male,Masters,Software/Developer,2,50000,China,White
33,Male,Bachelors,Manager/Director/VP,4,60000,China,Korean
34,Male,PhD,Manager/Director/VP,12,170000,Canada,White
32,Female,Bachelors,Data Analyst/Scientist,9,185000,Australia,Australian
24,Female,Bachelors,Software/Developer,2,55000,UK,Mixed
29,Female,Bachelors,Software/Developer,4,90000,China,Chinese
29,Female,High School,Sales,1,30000,Australia,Asian
49,Male,PhD,Other,17,195000,USA,Asian
27,Male,High School,Sales,2,35000,UK,White
34,Male,PhD,Manager/Director/VP,11,160000,Australia,Asian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,USA,Hispanic
38,Male,Masters,Manager/Director/VP,9,95000,Canada,Asian
32,Female,Masters,Software/Developer,7,100000,USA,African American
41,Female,Masters,Marketing/Social Media,13,131000,UK,White
30,Female,PhD,Data Analyst/Scientist,7,170000,UK,White
32,Male,Bachelors,Manager/Director/VP,6,72000,Australia,Australian
36,Male,Masters,Other,13,147326,UK,Asian
29,Male,Bachelors,Other,6,88552,USA,Asian
45,Male,PhD,Other,16,185000,UK,Mixed
23,Male,Bachelors,Other,1,55000,Australia,Asian
30,Female,Bachelors,Marketing/Social Media,5,85000,China,Chinese
25,Female,Bachelors,Manager/Director/VP,3,65000,UK,Welsh
39,Female,Masters,Manager/Director/VP,10,110000,Australia,White
30,Female,High School,Sales,1,25000,Canada,Asian
26,Female,Bachelors,Product/Designer,2,50000,Canada,Black
49,Female,PhD,Manager/Director/VP,20,200000,Australia,Asian
43,Female,PhD,Other,14,190000,Australia,Asian
49,Male,Masters,Software/Developer,23,182392,USA,Asian
31,Male,Bachelors,Software/Developer,9,180000,China,Korean
24,Male,Bachelors,Data Analyst/Scientist,1,90000,Australia,Asian
50,Female,Masters,Manager/Director/VP,19,190000,China,White
62,Male,PhD,Software/Developer,19,200000,Australia,Asian
36,Female,PhD,Data Analyst/Scientist,13,185000,China,Korean
38,Male,Masters,Software/Developer,10,155000,Canada,White
54,Male,PhD,Software/Developer,17,195000,Australia,Australian
26,Male,Bachelors,Data Analyst/Scientist,3,130000,Australia,Australian
29,Female,Bachelors,Manager/Director/VP,2,40000,Australia,Australian
36,Male,Bachelors,Data Analyst/Scientist,7,60000,Australia,Asian
31,Male,Bachelors,Manager/Director/VP,3,55000,Canada,Black
49,Male,PhD,Software/Developer,15,185000,Australia,Asian
32,Male,Bachelors,Software/Developer,8,180000,Australia,White
31,Female,Bachelors,Software/Developer,6,155000,UK,Welsh
29,Female,Bachelors,Marketing/Social Media,3,55000,Canada,White
36,Male,Bachelors,Manager/Director/VP,8,100000,Australia,Asian
33,Female,Masters,Manager/Director/VP,11,198000,China,Chinese
28,Female,High School,Sales,1,30000,China,Chinese
39,Female,PhD,Data Analyst/Scientist,13,145000,UK,Mixed
28,Female,High School,Sales,2,40000,China,White
39,Female,Masters,Manager/Director/VP,11,120000,Canada,Black
29,Female,High School,Sales,1,30000,USA,African American
22,Female,High School,Customer Service/Receptionist,0,25000,UK,Asian
25,Male,High School,HR/Human Resources,2,40000,Australia,Asian
54,Male,PhD,Software/Developer,16,190000,Australia,Asian
28,Female,Masters,Manager/Director/VP,7,110000,Canada,Black
29,Male,Bachelors,Data Analyst/Scientist,4,70000,China,Chinese
26,Male,Bachelors,Software/Developer,2,60000,USA,White
46,Male,PhD,Software/Developer,16,185000,Canada,White
31,Male,Bachelors,Manager/Director/VP,6,75000,USA,White
25,Female,Bachelors,Data Analyst/Scientist,0,40000,Canada,Asian
33,Female,Masters,Manager/Director/VP,9,135000,USA,Asian
33,Male,Bachelors,Software/Developer,5,70000,China,White
28,Male,Bachelors,Software/Developer,3,85000,USA,Asian
54,Male,Masters,Software/Developer,32,195270,Canada,Asian
29,Male,Bachelors,Data Analyst/Scientist,4,70000,Canada,Black
28,Male,Masters,Software/Developer,3,55000,Canada,Asian
25,Male,Bachelors,Manager/Director/VP,1,60000,USA,African American
29,Male,Bachelors,Software/Developer,4,80000,China,Chinese
25,Female,High School,Sales,1,35000,Australia,Australian
30,Female,Bachelors,Manager/Director/VP,4,55000,Canada,White
50,Female,Bachelors,Manager/Director/VP,22,160000,USA,White
31,Male,Bachelors,Data Analyst/Scientist,9,195000,Canada,White
24,Female,Bachelors,Software/Developer,1,51265,USA,Asian
27,Female,Masters,HR/Human Resources,3,50000,Canada,White
32,Male,Bachelors,Manager/Director/VP,7,120000,UK,White
30,Female,PhD,Data Analyst/Scientist,7,185000,Australia,Australian
33,Female,Masters,Manager/Director/VP,9,130000,Australia,Asian
35,Female,PhD,Manager/Director/VP,9,95000,Australia,White
37,Male,Bachelors,Data Analyst/Scientist,11,160000,UK,White
31,Female,Bachelors,Other,7,108204,Canada,Black
34,Male,PhD,Manager/Director/VP,12,170000,UK,Welsh
50,Male,PhD,Other,19,200000,Australia,Australian
24,Female,Bachelors,Software/Developer,1,40000,China,Chinese
35,Female,Masters,Data Analyst/Scientist,9,120000,USA,White
30,Female,Bachelors,Manager/Director/VP,4,57000,Australia,Asian
26,Female,High School,Manager/Director/VP,3,45000,USA,African American
28,Female,Bachelors,Software/Developer,2,37000,Canada,White
37,Male,Bachelors,Manager/Director/VP,12,150000,Canada,Asian
25,Female,Bachelors,Data Analyst/Scientist,2,110000,Australia,White
33,Female,Bachelors,Other,7,130000,Australia,Australian
45,Male,PhD,Software/Developer,16,185000,UK,White
34,Male,Masters,Data Analyst/Scientist,8,100000,Canada,White
50,Male,PhD,Manager/Director/VP,15,150000,UK,Mixed
54,Male,PhD,Software/Developer,17,195000,Canada,Asian
32,Male,Masters,Other,11,128078,USA,Hispanic
30,Male,Masters,Manager/Director/VP,7,120000,China,White
27,Female,Bachelors,Software/Developer,2,48000,USA,White
31,Male,Bachelors,Software/Developer,9,180000,USA,Asian
31,Male,Bachelors,Manager/Director/VP,9,140000,USA,Asian
34,Female,PhD,Manager/Director/VP,11,160000,Australia,Australian
27,Male,PhD,Data Analyst/Scientist,2,115000,China,Korean
31,Male,Masters,Software/Developer,7,140000,Canada,White
32,Male,Bachelors,Manager/Director/VP,8,120000,Australia,Asian
28,Female,Bachelors,Software/Developer,2,37000,China,White
39,Female,Masters,Manager/Director/VP,11,120000,USA,White
28,Female,High School,Sales,1,25000,Canada,Asian
27,Male,PhD,Manager/Director/VP,4,55000,Australia,Asian
33,Female,Masters,Manager/Director/VP,11,195000,Australia,Australian
38,Female,Bachelors,Manager/Director/VP,10,100000,UK,Asian
29,Male,Bachelors,Software/Developer,4,80000,Canada,Black
28,Female,Bachelors,Data Analyst/Scientist,3,60000,UK,Welsh
29,Male,Bachelors,Software/Developer,4,65000,UK,Mixed
51,Male,PhD,Software/Developer,16,190000,UK,Mixed
34,Female,Bachelors,Other,8,122485,China,Korean
27,Male,Bachelors,Data Analyst/Scientist,2,50000,China,White
44,Female,Masters,Manager/Director/VP,15,152000,China,Chinese
31,Male,High School,Sales,3,50000,China,Chinese
29,Male,Bachelors,Manager/Director/VP,6,95000,Australia,Australian
30,Female,High School,Sales,1,26000,China,Chinese
26,Female,Bachelors,Software/Developer,1,45000,USA,White
27,Female,Masters,Software/Developer,2,70000,UK,Mixed
29,Male,Bachelors,Product/Designer,3,60000,China,Chinese
32,Female,Masters,Manager/Director/VP,7,90000,UK,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,65000,Australia,White
27,Male,Bachelors,Software/Developer,3,80000,USA,Hispanic
30,Male,Masters,Manager/Director/VP,7,120000,China,White
42,Female,Masters,HR/Human Resources,12,110000,UK,Welsh
24,Male,High School,Sales,1,25000,USA,Hispanic
31,Male,High School,Sales,3,50000,Australia,Asian
36,Female,PhD,Data Analyst/Scientist,12,170000,China,Korean
34,Male,Masters,Data Analyst/Scientist,9,140000,China,Chinese
26,Male,Bachelors,Data Analyst/Scientist,2,50000,China,Chinese
36,Male,Bachelors,Manager/Director/VP,11,160000,Canada,White
32,Male,Bachelors,Manager/Director/VP,7,120000,Canada,Asian
28,Female,Masters,Manager/Director/VP,7,110000,UK,Welsh
42,Female,Masters,Manager/Director/VP,12,120000,USA,Asian
31,Female,Bachelors,Software/Developer,6,104378,USA,African American
30,Male,Masters,Other,6,105725,China,Chinese
25,Male,Bachelors,Data Analyst/Scientist,2,110000,China,Chinese
49,Male,PhD,Other,17,195000,Australia,White
34,Male,PhD,Manager/Director/VP,12,170000,UK,Asian
33,Female,Masters,Manager/Director/VP,9,135000,Canada,Asian
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,Asian
29,Female,Bachelors,Manager/Director/VP,4,55000,China,Chinese
35,Male,PhD,Data Analyst/Scientist,9,112000,UK,Welsh
43,Male,Bachelors,Other,17,149198,China,Korean
28,Female,Bachelors,Data Analyst/Scientist,3,65000,USA,African American
51,Male,PhD,Data Analyst/Scientist,24,240000,Canada,Black
40,Female,Bachelors,Manager/Director/VP,16,215000,USA,Hispanic
28,Male,High School,Sales,2,35000,China,Chinese
33,Female,Masters,Manager/Director/VP,11,195000,China,White
42,Male,Masters,Other,19,177347,China,Chinese
27,Female,Bachelors,Software/Developer,2,36000,UK,Mixed
35,Female,Bachelors,Manager/Director/VP,8,92000,Australia,Australian
49,Male,PhD,Other,17,195000,China,White
49,Male,PhD,Software/Developer,15,185000,UK,Welsh
36,Male,Bachelors,Manager/Director/VP,11,160000,UK,Mixed
29,Male,Bachelors,Software/Developer,4,90000,Australia,White
34,Female,PhD,Manager/Director/VP,12,170000,USA,Asian
32,Male,Bachelors,Software/Developer,8,180000,UK,Asian
50,Male,PhD,Other,19,200000,Australia,White
30,Female,Bachelors,Marketing/Social Media,5,90000,Australia,White
26,Male,High School,Sales,2,31000,Canada,Asian
37,Female,Masters,Data Analyst/Scientist,11,160000,China,Korean
37,Female,Bachelors,Other,10,149217,China,Chinese
26,Male,High School,Sales,2,30000,China,Chinese
34,Male,Bachelors,Software/Developer,12,195000,UK,White
31,Male,Masters,Software/Developer,7,140000,Canada,Black
30,Male,Bachelors,Software/Developer,4,65000,China,White
24,Female,High School,Customer Service/Receptionist,0,25000,UK,Welsh
48,Male,PhD,Data Analyst/Scientist,18,210000,Canada,Asian
32,Male,High School,Sales,3,40000,USA,White
40,Male,PhD,Data Analyst/Scientist,15,150000,Australia,Australian
23,Female,Bachelors,Software/Developer,1,50000,Australia,White
49,Female,PhD,Software/Developer,22,178684,Australia,White
42,Female,Masters,Manager/Director/VP,13,140000,China,White
27,Male,Bachelors,Software/Developer,3,80000,China,Korean
38,Male,PhD,Data Analyst/Scientist,11,120000,Australia,Asian
27,Male,Bachelors,Software/Developer,4,140000,USA,Hispanic
41,Female,Masters,Other,11,165000,Canada,Black
29,Male,Bachelors,Manager/Director/VP,6,95000,China,Korean
35,Female,Masters,Other,11,151078,Canada,White
45,Male,Masters,Manager/Director/VP,13,130000,USA,African American
30,Female,Bachelors,HR/Human Resources,4,60000,Canada,White
27,Male,Bachelors,Product/Designer,2,50000,Australia,Australian
35,Female,Masters,Data Analyst/Scientist,9,120000,USA,White
35,Female,Masters,HR/Human Resources,8,80000,UK,White
39,Female,Bachelors,Marketing/Social Media,9,110000,China,White
31,Male,Masters,Data Analyst/Scientist,9,185000,Australia,White
25,Female,Masters,Software/Developer,2,60000,China,Chinese
27,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,White
50,Male,PhD,Other,19,200000,Canada,Asian
29,Female,Bachelors,Software/Developer,4,140000,USA,Hispanic
25,Female,Bachelors,Software/Developer,1,55000,USA,White
49,Male,PhD,Software/Developer,15,185000,Canada,White
26,Male,High School,Sales,2,30000,UK,Welsh
41,Female,PhD,Data Analyst/Scientist,16,200000,Canada,Black
31,Male,Bachelors,Software/Developer,4,65000,Australia,Australian
25,Female,High School,Sales,1,35000,Australia,Asian
27,Male,Bachelors,Software/Developer,3,80000,Australia,Australian
24,Female,Bachelors,Software/Developer,1,55000,UK,Welsh
23,Female,Bachelors,Software/Developer,1,50000,Australia,White
23,Female,Bachelors,Software/Developer,1,50000,China,Korean
44,Male,PhD,Data Analyst/Scientist,18,182000,Canada,Black
38,Male,Masters,IT/Technical Support,9,110000,China,White
27,Male,Bachelors,Software/Developer,4,140000,UK,White
34,Male,Masters,Other,6,125000,USA,Hispanic
27,Male,High School,Manager/Director/VP,2,40000,UK,White
25,Female,Bachelors,Software/Developer,1,55000,China,Korean
30,Male,Bachelors,Software/Developer,5,100000,UK,Asian
43,Male,High School,Software/Developer,22,165919,Australia,Australian
26,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,Asian
39,Female,Masters,Other,13,80000,UK,Welsh
30,Male,Bachelors,Data Analyst/Scientist,5,140000,Canada,White
36,Male,Masters,Software/Developer,9,150000,Canada,White
30,Female,Masters,Software/Developer,5,105000,China,Chinese
29,Male,Bachelors,Software/Developer,4,80000,China,White
33,Male,Bachelors,Manager/Director/VP,4,60000,Canada,Asian
29,Male,Bachelors,Software/Developer,4,70000,Canada,Black
37,Male,Masters,Manager/Director/VP,14,190000,Canada,Asian
27,Female,Masters,Manager/Director/VP,4,80000,USA,White
52,Male,PhD,Software/Developer,23,161568,USA,Hispanic
29,Male,Bachelors,Software/Developer,5,105000,China,White
26,Female,Bachelors,Software/Developer,1,45000,Australia,Asian
34,Female,Bachelors,Manager/Director/VP,9,99000,Canada,Black
40,Female,Bachelors,Manager/Director/VP,16,215000,Australia,White
26,Female,Bachelors,Software/Developer,2,35000,USA,African American
26,Male,Bachelors,Product/Designer,2,55000,Australia,Australian
27,Female,Bachelors,Product/Designer,2,50000,Australia,White
27,Female,Bachelors,Software/Developer,2,48000,Canada,Asian
36,Male,Bachelors,Software/Developer,12,137878,China,Chinese
26,Female,Bachelors,Software/Developer,2,45000,USA,White
55,Male,PhD,Software/Developer,18,210000,UK,Asian
25,Male,Bachelors,Software/Developer,1,60000,Canada,Asian
57,Female,PhD,Software/Developer,33,191790,China,Chinese
30,Female,Bachelors,Marketing/Social Media,4,57000,China,Chinese
37,Male,Masters,Software/Developer,9,145000,UK,Asian
26,Female,Masters,Data Analyst/Scientist,1,45000,Canada,Asian
24,Male,Bachelors,Data Analyst/Scientist,1,90000,USA,Hispanic
27,Female,Masters,Manager/Director/VP,4,80000,UK,White
24,Female,High School,Sales,1,30000,UK,Asian
41,Female,PhD,Data Analyst/Scientist,16,200000,Canada,White
27,Female,High School,HR/Human Resources,1,32000,UK,Mixed
39,Female,Bachelors,Manager/Director/VP,16,200000,Australia,Australian
25,Female,Bachelors,Manager/Director/VP,3,65000,UK,Asian
27,Male,High School,Manager/Director/VP,3,45000,China,Chinese
50,Male,PhD,Other,19,200000,Canada,White
26,Male,Bachelors,Software/Developer,2,60000,UK,Welsh
25,Female,Bachelors,Software/Developer,1,35000,Australia,White
24,Female,High School,Sales,1,30000,Canada,White
27,Male,Bachelors,Software/Developer,3,62000,Canada,White
33,Female,Bachelors,Other,7,130000,China,Chinese
28,Male,Bachelors,Software/Developer,3,85000,Canada,Asian
48,Female,PhD,Manager/Director/VP,19,190000,China,White
36,Male,Bachelors,Manager/Director/VP,11,160000,Australia,White
31,Female,High School,HR/Human Resources,3,38000,Canada,White
25,Female,Bachelors,Data Analyst/Scientist,0,35000,UK,Asian
28,Female,Masters,Manager/Director/VP,7,110000,USA,Asian
32,Male,Bachelors,Software/Developer,5,90000,UK,White
50,Male,PhD,Other,19,200000,Canada,White
33,Male,Masters,Other,6,130000,Canada,Black
28,Female,Masters,Manager/Director/VP,7,110000,USA,White
33,Male,Bachelors,Manager/Director/VP,7,85000,USA,White
54,Male,Bachelors,Other,25,179756,UK,Welsh
28,Male,Bachelors,Software/Developer,3,60000,USA,Hispanic
30,Female,PhD,Data Analyst/Scientist,5,180000,China,Korean
36,Male,Bachelors,Manager/Director/VP,11,160000,UK,Asian
33,Female,Masters,Software/Developer,9,121120,Canada,Asian
27,Male,Bachelors,Manager/Director/VP,2,40000,USA,Hispanic
35,Female,PhD,Manager/Director/VP,11,160000,UK,Welsh
42,Male,PhD,Software/Developer,14,190000,Australia,Asian
28,Female,Bachelors,Software/Developer,2,36000,USA,African American
30,Female,Bachelors,Marketing/Social Media,5,90000,Canada,Black
